Date,Returns,w_SP500,w_c1,w_c2,w_c3,w_c4,w_RFR
2018-05-23,7.364062196590915e-05,0.0,0.0,0.0,0.0,0.0,1.0
2018-05-24,7.31341641264649e-05,0.0,0.0,0.0,0.0,0.0,1.0
2018-05-25,7.286142939166851e-05,0.0,0.0,0.0,0.0,0.0,1.0
2018-05-29,7.23548724916867e-05,0.0,0.0,0.0,0.0,0.0,1.0
2018-05-30,7.383539630234637e-05,0.0,0.0,0.0,0.0,0.0,1.0
2018-05-31,7.352375279379153e-05,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-01,7.344583810775518e-05,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-04,7.332896322176374e-05,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-05,7.480912518720295e-05,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-06,7.469229028500557e-05,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-07,7.410806437802009e-05,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-08,7.39133033709205e-05,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-11,7.344583810775518e-05,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-12,7.422491641295714e-05,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-13,7.449755783417444e-05,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-14,7.403016111773297e-05,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-15,7.422491641295714e-05,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-18,7.403016111773297e-05,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-19,7.461439844669293e-05,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-20,7.422491641295714e-05,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-21,7.430281586562337e-05,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-22,7.352375279379153e-05,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-25,7.286142939166851e-05,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-26,7.441966218890705e-05,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-27,7.39133033709205e-05,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-28,7.39133033709205e-05,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-29,7.39133033709205e-05,0.0,0.0,0.0,0.0,0.0,1.0
2018-07-02,7.449755783417444e-05,0.0,0.0,0.0,0.0,0.0,1.0
2018-07-03,7.597728581920649e-05,0.0,0.0,0.0,0.0,0.0,1.0
2018-07-05,7.508172663661661e-05,0.0,0.0,0.0,0.0,0.0,1.0
2018-07-06,7.488701321878288e-05,0.0,0.0,0.0,0.0,0.0,1.0
2018-07-09,7.527643053939492e-05,0.0,0.0,0.0,0.0,0.0,1.0
