Date,Returns,w_SP500,w_c1,w_c2,w_c3,w_c4,w_RFR
2017-08-22,3.928975863698447e-05,0.0,0.0,0.0,0.0,0.0,1.0
2017-08-23,3.870031805486285e-05,0.0,0.0,0.0,0.0,0.0,1.0
2017-08-24,3.940763628951238e-05,0.0,0.0,0.0,0.0,0.0,1.0
2017-08-25,3.928975863698447e-05,0.0,0.0,0.0,0.0,0.0,1.0
2017-08-28,3.968267058374053e-05,0.0,0.0,0.0,0.0,0.0,1.0
2017-08-29,3.987911202774086e-05,0.0,0.0,0.0,0.0,0.0,1.0
2017-08-30,3.940763628951238e-05,0.0,0.0,0.0,0.0,0.0,1.0
2017-08-31,3.86217193881766e-05,0.0,0.0,0.0,0.0,0.0,1.0
2017-09-01,3.889680793833783e-05,0.0,0.0,0.0,0.0,0.0,1.0
2017-09-05,3.881821314788425e-05,0.0,0.0,0.0,0.0,0.0,1.0
2017-09-06,4.097900516142339e-05,0.0,0.0,0.0,0.0,0.0,1.0
2017-09-07,4.038981445830814e-05,0.0,0.0,0.0,0.0,0.0,1.0
2017-09-08,4.0271965861427006e-05,0.0,0.0,0.0,0.0,0.0,1.0
2017-09-11,4.0271965861427006e-05,0.0,0.0,0.0,0.0,0.0,1.0
2017-09-12,4.0193398193499874e-05,0.0,0.0,0.0,0.0,0.0,1.0
2017-09-13,4.0193398193499874e-05,0.0,0.0,0.0,0.0,0.0,1.0
2017-09-14,4.058622104063936e-05,0.0,0.0,0.0,0.0,0.0,1.0
2017-09-15,3.987911202774086e-05,0.0,0.5,0.5,0.0,0.0,0.0
2017-09-18,-0.04825071216112592,0.0,0.5,0.5,0.0,0.0,0.0
2017-09-19,-0.016283878006317587,0.0,0.5,0.5,0.0,0.0,0.0
2017-09-20,-0.05893776808735107,0.0,0.5,0.5,0.0,0.0,0.0
2017-09-21,-0.006796257691193741,0.0,0.5,0.5,0.0,0.0,0.0
2017-09-22,-0.027689899379662375,0.0,0.5,0.5,0.0,0.0,0.0
2017-09-25,0.019651144650325136,0.0,0.5,0.5,0.0,0.0,0.0
2017-09-26,-0.024405753941457276,0.0,0.5,0.5,0.0,0.0,0.0
2017-09-27,-0.046343653114394256,0.0,0.5,0.5,0.0,0.0,0.0
2017-09-28,-0.06180203729144196,0.0,0.5,0.5,0.0,0.0,0.0
2017-09-29,-0.045295752501965436,0.0,0.5,0.5,0.0,0.0,0.0
2017-10-02,-0.11595920394557019,0.0,0.5,0.5,0.0,0.0,0.0
2017-10-03,-0.007572250763212551,0.0,0.5,0.5,0.0,0.0,0.0
2017-10-04,-0.006534230921382056,0.0,0.5,0.5,0.0,0.0,0.0
2017-10-05,-0.052959583556438816,0.0,0.5,0.5,0.0,0.0,0.0
2017-10-06,0.04315144217376904,0.0,0.5,0.5,0.0,0.0,0.0
2017-10-09,0.020740725984850827,0.0,0.5,0.5,0.0,0.0,0.0
2017-10-10,-0.054705989748473016,0.0,0.5,0.5,0.0,0.0,0.0
2017-10-11,-0.05956876124075022,0.0,0.5,0.5,0.0,0.0,0.0
2017-10-12,-0.000562013901927616,0.0,0.5,0.5,0.0,0.0,0.0
2017-10-13,-0.042762844211667206,0.0,0.5,0.5,0.0,0.0,0.0
2017-10-16,-0.011773999329329654,0.0,0.5,0.5,0.0,0.0,0.0
2017-10-17,0.023746549696536223,0.0,0.5,0.5,0.0,0.0,0.0
2017-10-18,-0.03974727753515933,0.0,0.5,0.5,0.0,0.0,0.0
2017-10-19,-0.01932079494133171,0.0,0.5,0.5,0.0,0.0,0.0
2017-10-20,-0.01893597576481426,0.0,0.5,0.5,0.0,0.0,0.0
2017-10-23,0.08991326211587847,0.0,0.5,0.5,0.0,0.0,0.0
2017-10-24,-0.014986314836275383,0.0,0.5,0.5,0.0,0.0,0.0
2017-10-25,0.016546941654505154,0.0,0.5,0.5,0.0,0.0,0.0
2017-10-26,-0.015604169197667439,0.0,0.5,0.5,0.0,0.0,0.0
2017-10-27,-0.11276745906711261,0.0,0.5,0.5,0.0,0.0,0.0
2017-10-30,0.03649770390547091,0.0,0.5,0.5,0.0,0.0,0.0
2017-10-31,-0.04531991816800873,0.0,0.5,0.5,0.0,0.0,0.0
2017-11-01,-0.01366877828803248,0.0,0.5,0.5,0.0,0.0,0.0
2017-11-02,-0.0437342204846628,0.0,0.5,0.5,0.0,0.0,0.0
2017-11-03,-0.09352765111231076,0.0,0.5,0.5,0.0,0.0,0.0
2017-11-06,-0.03544224618564684,0.0,0.5,0.5,0.0,0.0,0.0
2017-11-07,0.03286528143006928,0.0,0.5,0.5,0.0,0.0,0.0
2017-11-08,-0.040134572105407273,0.0,0.5,0.5,0.0,0.0,0.0
2017-11-09,0.09684485624127159,0.0,0.5,0.5,0.0,0.0,0.0
2017-11-10,0.05446064922447158,0.0,0.5,0.5,0.0,0.0,0.0
2017-11-13,-0.06257836803821654,0.0,0.5,0.5,0.0,0.0,0.0
2017-11-14,-0.007973988849169222,0.0,0.5,0.5,0.0,0.0,0.0
2017-11-15,0.11356473765548392,0.0,0.5,0.5,0.0,0.0,0.0
2017-11-16,-0.06942727133189208,0.0,0.5,0.5,0.0,0.0,0.0
2017-11-17,-0.04375637987836839,0.0,0.5,0.5,0.0,0.0,0.0
2017-11-20,-0.11713827715159336,0.0,0.5,0.5,0.0,0.0,0.0
2017-11-21,-0.06314197175171704,0.0,0.5,0.5,0.0,0.0,0.0
2017-11-22,-0.0027871076180272514,0.0,0.5,0.5,0.0,0.0,0.0
2017-11-24,-0.06674345938337445,0.0,0.5,0.5,0.0,0.0,0.0
2017-11-27,-0.05400156508000098,0.0,0.5,0.5,0.0,0.0,0.0
2017-11-28,0.06322934828946436,0.0,0.5,0.5,0.0,0.0,0.0
2017-11-29,0.05530983903331266,0.0,0.5,0.5,0.0,0.0,0.0
2017-11-30,0.02950096931307916,0.0,0.5,0.5,0.0,0.0,0.0
2017-12-01,0.016225754606981224,0.0,0.5,0.5,0.0,0.0,0.0
2017-12-04,-0.029267555968655157,0.0,0.5,0.5,0.0,0.0,0.0
2017-12-05,-0.01928190941647595,0.0,0.5,0.5,0.0,0.0,0.0
2017-12-06,-0.05006121906774297,0.0,0.5,0.5,0.0,0.0,0.0
2017-12-07,-0.11460013019305809,0.0,0.5,0.5,0.0,0.0,0.0
2017-12-08,-0.11310242468833048,0.0,0.5,0.5,0.0,0.0,0.0
2017-12-11,-0.16057859308540745,0.0,0.5,0.5,0.0,0.0,0.0
2017-12-12,0.05100501016965436,0.0,0.5,0.5,0.0,0.0,0.0
2017-12-13,0.012885274271919211,0.0,0.5,0.5,0.0,0.0,0.0
2017-12-14,0.02335263971980689,0.0,0.5,0.5,0.0,0.0,0.0
2017-12-15,-0.056262799378155426,0.0,0.5,0.5,0.0,0.0,0.0
2017-12-18,-0.03122818864280319,0.0,0.5,0.5,0.0,0.0,0.0
2017-12-19,0.07017873283493925,0.0,0.5,0.5,0.0,0.0,0.0
2017-12-20,-0.044291909899878634,0.0,0.5,0.5,0.0,0.0,0.0
2017-12-21,-0.03287913125368913,0.0,0.5,0.5,0.0,0.0,0.0
2017-12-22,0.015187344441526807,0.0,0.5,0.5,0.0,0.0,0.0
2017-12-26,-0.036136560017246966,0.0,0.5,0.5,0.0,0.0,0.0
2017-12-27,-0.003675503921829526,0.0,0.5,0.5,0.0,0.0,0.0
2017-12-28,-0.057767061128270236,0.0,0.5,0.5,0.0,0.0,0.0
2017-12-29,0.1335162770973528,0.0,0.5,0.5,0.0,0.0,0.0
2018-01-02,-0.15928978985848513,0.0,0.5,0.5,0.0,0.0,0.0
2018-01-03,-0.04617218172110987,0.0,0.5,0.5,0.0,0.0,0.0
2018-01-04,-0.016548366377795387,0.0,0.5,0.5,0.0,0.0,0.0
2018-01-05,-0.036038709550567094,0.0,0.5,0.5,0.0,0.0,0.0
2018-01-08,-0.05582584858340134,0.0,0.5,0.5,0.0,0.0,0.0
2018-01-09,0.025142606175141302,0.0,0.5,0.5,0.0,0.0,0.0
2018-01-10,-0.044729302676576044,0.0,0.5,0.5,0.0,0.0,0.0
2018-01-11,-0.09252162181091417,0.0,0.5,0.5,0.0,0.0,0.0
2018-01-12,-0.11055152455128386,0.0,0.5,0.5,0.0,0.0,0.0
2018-01-16,0.0846370299844339,0.0,0.5,0.5,0.0,0.0,0.0
